
         .000      269.420          .000       -20.198        20.198
         .000      269.880          .000       -19.891        19.891
         .000      270.340          .000       -19.600        19.600
         .000      270.800          .000       -19.324        19.324
         .000      271.260          .000       -19.064        19.064
         .000      271.720          .000       -18.818        18.818
         .000      272.180          .000       -18.587        18.587
         .000      272.640          .000       -18.370        18.370
         .000      273.100          .000       -18.167        18.167
         .000      273.560          .000       -17.979        17.979
         .000      274.020          .000       -17.804        17.804
         .000      274.480          .000       -17.643        17.643
         .000      274.940          .000       -17.495        17.495
         .000      275.400          .000       -17.360        17.360
         .000      275.860          .000       -17.239        17.239
         .000      276.320          .000       -17.131        17.131
         .000      276.780          .000       -17.036        17.036
         .000      277.240          .000       -16.954        16.954
         .000      277.700          .000       -16.884        16.884
         .000      278.160          .000       -16.827        16.827
         .000      278.620          .000       -16.783        16.783
         .000      279.080          .000       -16.752        16.752
         .000      279.540          .000       -16.733        16.733
         .000      280.000          .000        -8.363         8.363

         .300      234.460          .286       -60.218        60.219
         .300      234.920          .547       -61.512        61.514
         .300      235.380          .759       -63.538        63.543
         .300      235.840          .909       -66.125        66.131
         .300      236.300          .989       -69.065        69.072
         .300      236.760         1.002       -72.145        72.152
         .300      237.220          .954       -75.166        75.173
         .300      237.680          .860       -77.965        77.970
         .300      238.140          .731       -80.416        80.419
         .300      238.600          .583       -82.437        82.439
         .300      239.060          .427       -83.987        83.989
         .300      239.520          .272       -85.057        85.057
         .300      239.980          .125       -85.661        85.661
         .300      240.440         -.009       -85.832        85.832
         .300      240.900         -.129       -85.614        85.614
         .300      241.360         -.232       -85.053        85.053
         .300      241.820         -.320       -84.199        84.200
         .300      242.280         -.393       -83.100        83.101
         .300      242.740         -.451       -81.801        81.802
         .300      243.200         -.498       -80.340        80.342
         .300      243.660         -.533       -78.755        78.757
         .300      244.120         -.560       -77.075        77.077
         .300      244.580         -.578       -75.328        75.330
         .300      245.040         -.589       -73.536        73.539
         .300      245.500         -.595       -71.718        71.720
         .300      245.960         -.596       -69.889        69.892
         .300      246.420         -.594       -68.063        68.066
         .300      246.880         -.588       -66.250        66.252
         .300      247.340         -.580       -64.457        64.460
         .300      247.800         -.570       -62.693        62.696
         .300      248.260         -.559       -60.962        60.965
         .300      248.720         -.546       -59.268        59.270
         .300      249.180         -.533       -57.614        57.616
         .300      249.640         -.519       -56.002        56.004
         .300      250.100         -.504       -54.434        54.436
         .300      250.560         -.490       -52.910        52.912
         .300      251.020         -.475       -51.430        51.433
         .300      251.480         -.460       -49.996        49.998
         .300      251.940         -.446       -48.607        48.609
         .300      252.400         -.432       -47.261        47.263
         .300      252.860         -.418       -45.960        45.961
         .300      253.320         -.404       -44.700        44.702
         .300      253.780         -.390       -43.483        43.485
         .300      254.240         -.377       -42.307        42.308
         .300      254.700         -.364       -41.170        41.172
         .300      255.160         -.352       -40.072        40.074
         .300      255.620         -.340       -39.012        39.014
         .300      256.080         -.328       -37.988        37.990
         .300      256.540         -.317       -37.000        37.002
         .300      257.000         -.305       -36.047        36.048
         .300      257.460         -.295       -35.127        35.128
         .300      257.920         -.284       -34.239        34.240
         .300      258.380         -.274       -33.383        33.384
         .300      258.840         -.264       -32.557        32.558
         .300      259.300         -.255       -31.760        31.761
         .300      259.760         -.246       -30.992        30.993
         .300      260.220         -.237       -30.252        30.253
         .300      260.680         -.228       -29.539        29.540
         .300      261.140         -.220       -28.851        28.852
         .300      261.600         -.212       -28.190        28.190
         .300      262.060         -.204       -27.552        27.553
         .300      262.520         -.196       -26.938        26.939
         .300      262.980         -.189       -26.348        26.349
         .300      263.440         -.182       -25.780        25.781
         .300      263.900         -.175       -25.234        25.235
         .300      264.360         -.168       -24.709        24.710
         .300      264.820         -.161       -24.205        24.206
         .300      265.280         -.155       -23.721        23.722
         .300      265.740         -.148       -23.257        23.258
         .300      266.200         -.142       -22.812        22.812
         .300      266.660         -.136       -22.386        22.386
         .300      267.120         -.130       -21.978        21.978
         .300      267.580         -.124       -21.587        21.588
         .300      268.040         -.119       -21.214        21.215
         .300      268.500         -.113       -20.859        20.859
         .300      268.960         -.108       -20.519        20.520
         .300      269.420         -.103       -20.196        20.197
         .300      269.880         -.097       -19.890        19.890
         .300      270.340         -.092       -19.598        19.599
         .300      270.800         -.087       -19.323        19.323
         .300      271.260         -.083       -19.062        19.062
         .300      271.720         -.078       -18.816        18.816
         .300      272.180         -.073       -18.585        18.585
         .300      272.640         -.068       -18.368        18.368
         .300      273.100         -.064       -18.166        18.166
         .300      273.560         -.059       -17.977        17.977
         .300      274.020         -.055       -17.802        17.802
         .300      274.480         -.050       -17.641        17.641
         .300      274.940         -.046       -17.493        17.493
         .300      275.400         -.042       -17.359        17.359
         .300      275.860         -.037       -17.238        17.238
         .300      276.320         -.033       -17.130        17.130
         .300      276.780         -.029       -17.034        17.034
         .300      277.240         -.025       -16.952        16.952
         .300      277.700         -.021       -16.883        16.883
         .300      278.160         -.016       -16.826        16.826
         .300      278.620         -.012       -16.782        16.782
         .300      279.080         -.008       -16.750        16.750
         .300      279.540         -.004       -16.732        16.732
         .300      280.000       -10.103        -8.363        13.115
